lake,date,hour,yday,month,day,year,littoral6,littoral8,pelagic,seq
MCD,7/24/2019,23,205,7,24,2019,26.2435,22.238,24.351,1680
MCD,7/25/2019,0,206,7,25,2019,26.0975,22.2855,24.351,1681
MCD,7/25/2019,1,206,7,25,2019,25.9025,22.333,24.3995,1682
MCD,7/25/2019,2,206,7,25,2019,25.659,22.621,24.448,1683
MCD,7/25/2019,3,206,7,25,2019,25.2705,22.7645,24.448,1684
MCD,7/25/2019,4,206,7,25,2019,25.125,22.381,24.4965,1685
MCD,7/25/2019,5,206,7,25,2019,24.883,22.238,24.448,1686
MCD,7/25/2019,6,206,7,25,2019,24.835,22.2855,24.448,1687
MCD,7/25/2019,7,206,7,25,2019,24.883,22.525,24.4965,1688
MCD,7/25/2019,8,206,7,25,2019,25.0765,22.429,24.545,1689
MCD,7/25/2019,9,206,7,25,2019,24.883,22.908,24.593,1690
MCD,7/25/2019,10,206,7,25,2019,24.883,23.292,24.8345,1691
MCD,7/25/2019,11,206,7,25,2019,25.1735,24.4485,25.1735,1692
MCD,7/25/2019,12,206,7,25,2019,25.4645,25.028,25.222,1693
MCD,7/25/2019,13,206,7,25,2019,25.659,25.1735,25.2705,1694
MCD,7/25/2019,14,206,7,25,2019,25.7565,25.222,25.3675,1695
MCD,7/25/2019,15,206,7,25,2019,25.805,25.319,25.513,1696
MCD,7/25/2019,16,206,7,25,2019,25.9025,25.3675,25.513,1697
MCD,7/25/2019,17,206,7,25,2019,25.708,25.416,25.513,1698
MCD,7/25/2019,18,206,7,25,2019,25.805,25.513,25.513,1699
MCD,7/25/2019,19,206,7,25,2019,25.4645,25.513,25.4645,1700
MCD,7/25/2019,20,206,7,25,2019,25.319,25.3675,25.416,1701
MCD,7/25/2019,21,206,7,25,2019,25.319,25.222,25.3675,1702
MCD,7/25/2019,22,206,7,25,2019,25.2705,24.593,25.2705,1703
MCD,7/25/2019,23,206,7,25,2019,25.028,24.303,25.222,1704
MCD,7/26/2019,0,207,7,26,2019,24.931,23.629,25.125,1705
MCD,7/26/2019,1,207,7,26,2019,24.883,23.5325,25.0765,1706
MCD,7/26/2019,2,207,7,26,2019,24.7865,23.7735,24.931,1707
MCD,7/26/2019,3,207,7,26,2019,24.7865,24.448,24.835,1708
MCD,7/26/2019,4,207,7,26,2019,24.641,24.303,24.835,1709
MCD,7/26/2019,5,207,7,26,2019,24.641,24.2065,24.738,1710
MCD,7/26/2019,6,207,7,26,2019,24.593,24.351,24.6895,1711
MCD,7/26/2019,7,207,7,26,2019,24.545,24.303,24.641,1712
MCD,7/26/2019,8,207,7,26,2019,24.448,24.158,24.545,1713
MCD,7/26/2019,9,207,7,26,2019,24.351,24.11,24.4965,1714
MCD,7/26/2019,10,207,7,26,2019,24.3995,24.014,24.448,1715
MCD,7/26/2019,11,207,7,26,2019,24.448,24.014,24.448,1716
MCD,7/26/2019,12,207,7,26,2019,24.545,24.062,24.4965,1717
MCD,7/26/2019,13,207,7,26,2019,24.738,24.2065,24.593,1718
MCD,7/26/2019,14,207,7,26,2019,25.028,24.303,24.6895,1719
MCD,7/26/2019,15,207,7,26,2019,25.319,24.4965,24.738,1720
MCD,7/26/2019,16,207,7,26,2019,25.319,24.641,24.738,1721
MCD,7/26/2019,17,207,7,26,2019,25.028,24.593,24.7865,1722
MCD,7/26/2019,18,207,7,26,2019,24.9795,24.641,24.835,1723
MCD,7/26/2019,19,207,7,26,2019,24.931,24.641,24.738,1724
MCD,7/26/2019,20,207,7,26,2019,24.7865,24.545,24.738,1725
MCD,7/26/2019,21,207,7,26,2019,24.6895,24.545,24.738,1726
MCD,7/26/2019,22,207,7,26,2019,24.593,24.448,24.641,1727
MCD,7/26/2019,23,207,7,26,2019,24.545,24.351,24.593,1728
MCD,7/27/2019,0,208,7,27,2019,24.545,24.303,24.545,1729
MCD,7/27/2019,1,208,7,27,2019,24.3995,24.255,24.545,1730
MCD,7/27/2019,2,208,7,27,2019,24.3995,24.158,24.448,1731
MCD,7/27/2019,3,208,7,27,2019,24.303,24.158,24.448,1732
MCD,7/27/2019,4,208,7,27,2019,24.2065,24.014,24.351,1733
MCD,7/27/2019,5,208,7,27,2019,24.158,23.966,24.255,1734
MCD,7/27/2019,6,208,7,27,2019,24.158,23.9175,24.2065,1735
MCD,7/27/2019,7,208,7,27,2019,24.2065,23.773,24.158,1736
MCD,7/27/2019,8,208,7,27,2019,24.2065,23.629,24.255,1737
MCD,7/27/2019,9,208,7,27,2019,24.2065,23.5325,24.255,1738
MCD,7/27/2019,10,208,7,27,2019,24.3995,23.677,24.255,1739
MCD,7/27/2019,11,208,7,27,2019,24.738,23.8695,24.255,1740
MCD,7/27/2019,12,208,7,27,2019,24.9315,24.11,24.255,1741
MCD,7/27/2019,13,208,7,27,2019,25.2705,24.255,24.303,1742
MCD,7/27/2019,14,208,7,27,2019,25.319,24.351,24.351,1743
MCD,7/27/2019,15,208,7,27,2019,25.4645,24.593,24.448,1744
MCD,7/27/2019,16,208,7,27,2019,25.708,24.6895,24.4965,1745
MCD,7/27/2019,17,208,7,27,2019,25.805,24.7865,24.738,1746
MCD,7/27/2019,18,208,7,27,2019,25.9025,24.883,24.69,1747
MCD,7/27/2019,19,208,7,27,2019,25.6105,24.931,24.593,1748
MCD,7/27/2019,20,208,7,27,2019,25.4645,24.835,24.545,1749
MCD,7/27/2019,21,208,7,27,2019,25.3675,24.2065,24.4965,1750
MCD,7/27/2019,22,208,7,27,2019,25.1735,23.869,24.3995,1751
MCD,7/27/2019,23,208,7,27,2019,24.9795,23.773,24.351,1752
MCD,7/28/2019,0,209,7,28,2019,24.931,23.725,24.351,1753
MCD,7/28/2019,1,209,7,28,2019,24.738,23.677,24.351,1754
MCD,7/28/2019,2,209,7,28,2019,24.641,23.581,24.351,1755
MCD,7/28/2019,3,209,7,28,2019,24.641,23.581,24.496,1756
MCD,7/28/2019,4,209,7,28,2019,24.4965,23.581,24.641,1757
MCD,7/28/2019,5,209,7,28,2019,24.4965,23.484,24.593,1758
MCD,7/28/2019,6,209,7,28,2019,24.448,23.484,24.545,1759
MCD,7/28/2019,7,209,7,28,2019,24.6415,23.5325,24.545,1760
MCD,7/28/2019,8,209,7,28,2019,24.738,23.581,24.545,1761
MCD,7/28/2019,9,209,7,28,2019,24.641,23.5805,24.545,1762
MCD,7/28/2019,10,209,7,28,2019,24.7865,23.966,24.641,1763
MCD,7/28/2019,11,209,7,28,2019,25.1735,24.2065,24.641,1764
MCD,7/28/2019,12,209,7,28,2019,25.3675,24.3515,24.883,1765
MCD,7/28/2019,13,209,7,28,2019,25.659,24.3995,25.1735,1766
MCD,7/28/2019,14,209,7,28,2019,25.4645,24.159,25.319,1767
MCD,7/28/2019,15,209,7,28,2019,25.416,23.725,24.883,1768
MCD,7/28/2019,16,209,7,28,2019,25.416,23.4845,24.545,1769
MCD,7/28/2019,17,209,7,28,2019,25.222,23.484,24.545,1770
MCD,7/28/2019,18,209,7,28,2019,25.1735,23.292,24.593,1771
MCD,7/28/2019,19,209,7,28,2019,24.9795,23.196,24.448,1772
MCD,7/28/2019,20,209,7,28,2019,24.883,23.5325,24.4965,1773
MCD,7/28/2019,21,209,7,28,2019,24.6895,23.388,24.448,1774
MCD,7/28/2019,22,209,7,28,2019,24.641,23.629,24.4965,1775
MCD,7/28/2019,23,209,7,28,2019,24.4965,23.8695,24.593,1776
MCD,7/29/2019,0,210,7,29,2019,24.4965,24.3995,24.641,1777
MCD,7/29/2019,1,210,7,29,2019,24.448,24.351,24.545,1778
MCD,7/29/2019,2,210,7,29,2019,24.2545,24.255,24.4965,1779
MCD,7/29/2019,3,210,7,29,2019,24.014,24.158,24.448,1780
MCD,7/29/2019,4,210,7,29,2019,24.014,24.014,24.448,1781
MCD,7/29/2019,5,210,7,29,2019,24.014,23.9175,24.351,1782
MCD,7/29/2019,6,210,7,29,2019,24.014,23.773,24.255,1783
MCD,7/29/2019,7,210,7,29,2019,23.9175,23.725,24.255,1784
MCD,7/29/2019,8,210,7,29,2019,23.9175,23.677,24.158,1785
MCD,7/29/2019,9,210,7,29,2019,23.9175,23.677,24.2065,1786
MCD,7/29/2019,10,210,7,29,2019,23.966,23.677,24.158,1787
MCD,7/29/2019,11,210,7,29,2019,24.11,23.773,24.2065,1788
MCD,7/29/2019,12,210,7,29,2019,24.303,23.821,24.11,1789
MCD,7/29/2019,13,210,7,29,2019,24.545,23.9175,24.11,1790
MCD,7/29/2019,14,210,7,29,2019,24.641,24.014,24.2065,1791
MCD,7/29/2019,15,210,7,29,2019,24.835,24.11,24.255,1792
MCD,7/29/2019,16,210,7,29,2019,24.931,24.2065,24.2065,1793
MCD,7/29/2019,17,210,7,29,2019,24.9795,24.2065,24.2065,1794
MCD,7/29/2019,18,210,7,29,2019,25.1735,24.255,24.2065,1795
MCD,7/29/2019,19,210,7,29,2019,24.8345,24.2065,24.255,1796
MCD,7/29/2019,20,210,7,29,2019,24.5445,24.158,24.2065,1797
MCD,7/29/2019,21,210,7,29,2019,24.3995,24.11,24.158,1798
MCD,7/29/2019,22,210,7,29,2019,24.2065,23.9175,24.255,1799
MCD,7/29/2019,23,210,7,29,2019,24.11,23.773,24.2065,1800
MCD,7/30/2019,0,211,7,30,2019,23.869,23.725,24.158,1801
MCD,7/30/2019,1,211,7,30,2019,23.773,23.629,24.062,1802
MCD,7/30/2019,2,211,7,30,2019,23.629,23.581,24.014,1803
MCD,7/30/2019,3,211,7,30,2019,23.5325,23.484,23.9175,1804
MCD,7/30/2019,4,211,7,30,2019,23.388,23.388,23.869,1805
MCD,7/30/2019,5,211,7,30,2019,23.34,23.292,23.773,1806
MCD,7/30/2019,6,211,7,30,2019,23.292,23.244,23.725,1807
MCD,7/30/2019,7,211,7,30,2019,23.388,23.1,23.629,1808
MCD,7/30/2019,8,211,7,30,2019,23.34,22.956,23.581,1809
MCD,7/30/2019,9,211,7,30,2019,23.34,22.717,23.581,1810
MCD,7/30/2019,10,211,7,30,2019,23.436,22.669,23.5325,1811
MCD,7/30/2019,11,211,7,30,2019,23.436,22.621,23.5325,1812
MCD,7/30/2019,12,211,7,30,2019,23.629,22.669,23.5325,1813
MCD,7/30/2019,13,211,7,30,2019,23.8695,22.717,23.5325,1814
MCD,7/30/2019,14,211,7,30,2019,24.158,22.86,23.629,1815
MCD,7/30/2019,15,211,7,30,2019,24.303,23.004,23.725,1816
MCD,7/30/2019,16,211,7,30,2019,24.4965,23.1,23.773,1817
MCD,7/30/2019,17,211,7,30,2019,24.738,23.1,23.773,1818
MCD,7/30/2019,18,211,7,30,2019,24.931,23.004,23.773,1819
MCD,7/30/2019,19,211,7,30,2019,24.7865,22.956,23.773,1820
MCD,7/30/2019,20,211,7,30,2019,24.4965,22.812,23.773,1821
MCD,7/30/2019,21,211,7,30,2019,24.2545,22.86,23.9175,1822
MCD,7/30/2019,22,211,7,30,2019,24.11,22.86,23.966,1823
MCD,7/30/2019,23,211,7,30,2019,23.9655,22.7645,23.869,1824
MCD,7/31/2019,0,212,7,31,2019,23.725,22.669,23.773,1825
MCD,7/31/2019,1,212,7,31,2019,23.581,22.621,23.725,1826
MCD,7/31/2019,2,212,7,31,2019,23.581,22.621,23.629,1827
MCD,7/31/2019,3,212,7,31,2019,23.436,22.621,23.581,1828
MCD,7/31/2019,4,212,7,31,2019,23.34,22.477,23.484,1829
MCD,7/31/2019,5,212,7,31,2019,23.244,22.525,23.388,1830
MCD,7/31/2019,6,212,7,31,2019,23.1,22.669,23.34,1831
MCD,7/31/2019,7,212,7,31,2019,23.196,22.621,23.292,1832
MCD,7/31/2019,8,212,7,31,2019,23.292,22.525,23.292,1833
MCD,7/31/2019,9,212,7,31,2019,23.292,22.429,23.292,1834
MCD,7/31/2019,10,212,7,31,2019,23.388,22.429,23.292,1835
MCD,7/31/2019,11,212,7,31,2019,23.677,22.429,23.244,1836
MCD,7/31/2019,12,212,7,31,2019,24.014,22.381,23.292,1837
MCD,7/31/2019,13,212,7,31,2019,24.2065,22.19,23.388,1838
MCD,7/31/2019,14,212,7,31,2019,24.255,21.9985,23.388,1839
MCD,7/31/2019,15,212,7,31,2019,24.448,21.951,23.388,1840
MCD,7/31/2019,16,212,7,31,2019,24.883,22.2855,23.388,1841
MCD,7/31/2019,17,212,7,31,2019,24.738,21.951,23.484,1842
MCD,7/31/2019,18,212,7,31,2019,24.641,21.951,23.388,1843
MCD,7/31/2019,19,212,7,31,2019,25.077,21.951,23.388,1844
MCD,7/31/2019,20,212,7,31,2019,24.883,21.951,23.388,1845
MCD,7/31/2019,21,212,7,31,2019,24.593,21.951,23.34,1846
MCD,7/31/2019,22,212,7,31,2019,24.4965,21.855,23.34,1847
MCD,7/31/2019,23,212,7,31,2019,24.3995,21.855,23.388,1848
MCD,8/1/2019,0,213,8,1,2019,24.2065,21.855,23.388,1849
MCD,8/1/2019,1,213,8,1,2019,24.014,21.855,23.484,1850
MCD,8/1/2019,2,213,8,1,2019,23.821,21.855,23.388,1851
MCD,8/1/2019,3,213,8,1,2019,23.5805,21.855,23.388,1852
MCD,8/1/2019,4,213,8,1,2019,23.436,21.855,23.388,1853
MCD,8/1/2019,5,213,8,1,2019,23.292,21.8075,23.388,1854
MCD,8/1/2019,6,213,8,1,2019,23.148,21.8075,23.388,1855
MCD,8/1/2019,7,213,8,1,2019,23.34,21.855,23.388,1856
MCD,8/1/2019,8,213,8,1,2019,23.388,21.855,23.388,1857
MCD,8/1/2019,9,213,8,1,2019,23.34,21.9505,23.484,1858
MCD,8/1/2019,10,213,8,1,2019,23.5325,21.9985,23.484,1859
MCD,8/1/2019,11,213,8,1,2019,23.773,22.094,23.5325,1860
MCD,8/1/2019,12,213,8,1,2019,24.2545,22.142,23.629,1861
MCD,8/1/2019,13,213,8,1,2019,24.6415,22.094,23.821,1862
MCD,8/1/2019,14,213,8,1,2019,24.786,22.094,24.014,1863
MCD,8/1/2019,15,213,8,1,2019,25.222,22.094,23.9175,1864
MCD,8/1/2019,16,213,8,1,2019,24.496,22.142,23.629,1865
MCD,8/1/2019,17,213,8,1,2019,25.3195,21.9985,23.677,1866
MCD,8/1/2019,18,213,8,1,2019,25.659,21.951,23.677,1867
MCD,8/1/2019,19,213,8,1,2019,25.5615,21.8075,23.5325,1868
MCD,8/1/2019,20,213,8,1,2019,25.222,21.76,23.484,1869
MCD,8/1/2019,21,213,8,1,2019,24.738,21.76,23.581,1870
MCD,8/1/2019,22,213,8,1,2019,24.883,21.664,23.5325,1871
MCD,8/1/2019,23,213,8,1,2019,24.7865,21.664,23.5325,1872
MCD,8/2/2019,0,214,8,2,2019,24.641,21.712,23.5325,1873
MCD,8/2/2019,1,214,8,2,2019,24.4965,21.76,23.629,1874
MCD,8/2/2019,2,214,8,2,2019,24.3995,21.712,23.677,1875
MCD,8/2/2019,3,214,8,2,2019,24.255,21.664,23.773,1876
MCD,8/2/2019,4,214,8,2,2019,24.158,21.76,23.773,1877
MCD,8/2/2019,5,214,8,2,2019,24.062,21.664,23.773,1878
MCD,8/2/2019,6,214,8,2,2019,23.966,21.8075,23.725,1879
MCD,8/2/2019,7,214,8,2,2019,24.062,21.7595,23.677,1880
MCD,8/2/2019,8,214,8,2,2019,24.1585,21.903,23.677,1881
MCD,8/2/2019,9,214,8,2,2019,24.11,22.046,23.773,1882
MCD,8/2/2019,10,214,8,2,2019,24.255,22.046,23.9175,1883
MCD,8/2/2019,11,214,8,2,2019,24.738,22.094,23.8695,1884
MCD,8/2/2019,12,214,8,2,2019,25.028,22.2375,23.869,1885
MCD,8/2/2019,13,214,8,2,2019,25.416,22.333,24.2545,1886
MCD,8/2/2019,14,214,8,2,2019,25.805,22.333,24.2545,1887
MCD,8/2/2019,15,214,8,2,2019,25.9995,22.429,24.062,1888
MCD,8/2/2019,16,214,8,2,2019,26.2435,22.429,23.9175,1889
MCD,8/2/2019,17,214,8,2,2019,26.39,22.1895,23.773,1890
MCD,8/2/2019,18,214,8,2,2019,26.341,22.2855,23.869,1891
MCD,8/2/2019,19,214,8,2,2019,26.146,21.8075,23.821,1892
MCD,8/2/2019,20,214,8,2,2019,25.902,21.569,23.677,1893
MCD,8/2/2019,21,214,8,2,2019,25.805,21.521,23.821,1894
MCD,8/2/2019,22,214,8,2,2019,25.659,21.521,23.9175,1895
MCD,8/2/2019,23,214,8,2,2019,25.5615,21.569,23.869,1896
MCD,8/3/2019,0,215,8,3,2019,25.416,21.6165,23.9175,1897
MCD,8/3/2019,1,215,8,3,2019,25.1735,21.664,23.966,1898
MCD,8/3/2019,2,215,8,3,2019,25.028,21.664,23.966,1899
MCD,8/3/2019,3,215,8,3,2019,24.931,21.6165,24.062,1900
MCD,8/3/2019,4,215,8,3,2019,24.931,21.569,24.062,1901
MCD,8/3/2019,5,215,8,3,2019,24.7865,21.569,23.966,1902
MCD,8/3/2019,6,215,8,3,2019,24.738,21.521,23.966,1903
MCD,8/3/2019,7,215,8,3,2019,24.738,21.473,23.966,1904
MCD,8/3/2019,8,215,8,3,2019,24.835,21.569,23.966,1905
MCD,8/3/2019,9,215,8,3,2019,24.7865,21.6165,23.966,1906
MCD,8/3/2019,10,215,8,3,2019,25.1735,21.712,24.062,1907
MCD,8/3/2019,11,215,8,3,2019,25.562,21.855,24.11,1908
MCD,8/3/2019,12,215,8,3,2019,26.0485,21.855,24.1585,1909
MCD,8/3/2019,13,215,8,3,2019,26.0485,22.19,24.11,1910
MCD,8/3/2019,14,215,8,3,2019,25.902,22.2855,24.1105,1911
MCD,8/3/2019,15,215,8,3,2019,25.951,21.712,24.593,1912
MCD,8/3/2019,16,215,8,3,2019,26.0485,21.6165,24.7865,1913
MCD,8/3/2019,17,215,8,3,2019,25.951,21.569,24.4005,1914
MCD,8/3/2019,18,215,8,3,2019,25.9995,21.951,23.8695,1915
MCD,8/3/2019,19,215,8,3,2019,26.097,21.569,24.062,1916
MCD,8/3/2019,20,215,8,3,2019,25.951,21.569,24.11,1917
MCD,8/3/2019,21,215,8,3,2019,25.7565,21.6165,24.2065,1918
MCD,8/3/2019,22,215,8,3,2019,25.61,21.473,24.158,1919
MCD,8/3/2019,23,215,8,3,2019,25.4645,21.473,24.255,1920
MCD,8/4/2019,0,216,8,4,2019,25.319,21.473,24.255,1921
MCD,8/4/2019,1,216,8,4,2019,25.222,21.473,24.2065,1922
MCD,8/4/2019,2,216,8,4,2019,25.125,21.473,24.2065,1923
MCD,8/4/2019,3,216,8,4,2019,24.9795,21.473,24.2065,1924
MCD,8/4/2019,4,216,8,4,2019,24.9795,21.473,24.158,1925
MCD,8/4/2019,5,216,8,4,2019,24.931,21.473,24.158,1926
MCD,8/4/2019,6,216,8,4,2019,24.883,21.473,24.11,1927
MCD,8/4/2019,7,216,8,4,2019,24.835,21.521,24.158,1928
MCD,8/4/2019,8,216,8,4,2019,24.883,21.521,24.255,1929
MCD,8/4/2019,9,216,8,4,2019,24.835,21.712,24.303,1930
MCD,8/4/2019,10,216,8,4,2019,25.028,21.903,24.4965,1931
MCD,8/4/2019,11,216,8,4,2019,25.319,21.951,24.4965,1932
MCD,8/4/2019,12,216,8,4,2019,25.9025,21.8075,24.593,1933
MCD,8/4/2019,13,216,8,4,2019,26.39,21.6165,24.6895,1934
MCD,8/4/2019,14,216,8,4,2019,26.146,21.7595,24.3995,1935
MCD,8/4/2019,15,216,8,4,2019,25.9025,21.8555,24.3515,1936
MCD,8/4/2019,16,216,8,4,2019,25.9995,21.8075,24.351,1937
MCD,8/4/2019,17,216,8,4,2019,26.292,22.046,24.351,1938
MCD,8/4/2019,18,216,8,4,2019,26.83,22.1895,24.4965,1939
MCD,8/4/2019,19,216,8,4,2019,26.83,21.6165,24.5445,1940
MCD,8/4/2019,20,216,8,4,2019,26.3415,21.9985,24.3995,1941
MCD,8/4/2019,21,216,8,4,2019,26.0485,21.473,24.351,1942
MCD,8/4/2019,22,216,8,4,2019,25.951,21.378,24.3995,1943
MCD,8/4/2019,23,216,8,4,2019,25.805,21.378,24.3995,1944
MCD,8/5/2019,0,217,8,5,2019,25.659,21.473,24.593,1945
MCD,8/5/2019,1,217,8,5,2019,25.513,21.473,24.6895,1946
MCD,8/5/2019,2,217,8,5,2019,25.4645,21.712,24.641,1947
MCD,8/5/2019,3,217,8,5,2019,25.3675,21.4255,24.545,1948
MCD,8/5/2019,4,217,8,5,2019,25.2705,21.4735,24.6415,1949
MCD,8/5/2019,5,217,8,5,2019,25.222,21.5685,24.883,1950
MCD,8/5/2019,6,217,8,5,2019,25.1735,21.6645,24.6895,1951
MCD,8/5/2019,7,217,8,5,2019,25.2705,21.6645,24.69,1952
MCD,8/5/2019,8,217,8,5,2019,25.319,21.855,24.738,1953
MCD,8/5/2019,9,217,8,5,2019,25.319,21.9985,24.9315,1954
MCD,8/5/2019,10,217,8,5,2019,25.4645,21.951,25.319,1955
MCD,8/5/2019,11,217,8,5,2019,25.5615,21.903,25.3675,1956
MCD,8/5/2019,12,217,8,5,2019,25.4645,21.999,25.077,1957
MCD,8/5/2019,13,217,8,5,2019,25.2705,21.712,24.4,1958
MCD,8/5/2019,14,217,8,5,2019,25.4645,22.0465,24.3995,1959
MCD,8/5/2019,15,217,8,5,2019,25.5615,21.855,24.448,1960
MCD,8/5/2019,16,217,8,5,2019,25.4645,21.569,24.6895,1961
MCD,8/5/2019,17,217,8,5,2019,25.416,21.569,24.738,1962
MCD,8/5/2019,18,217,8,5,2019,25.659,21.521,24.351,1963
MCD,8/5/2019,19,217,8,5,2019,25.5615,21.521,24.303,1964
MCD,8/5/2019,20,217,8,5,2019,25.4645,21.473,24.3995,1965
MCD,8/5/2019,21,217,8,5,2019,25.3675,21.521,24.6895,1966
MCD,8/5/2019,22,217,8,5,2019,25.222,21.378,24.738,1967
MCD,8/5/2019,23,217,8,5,2019,25.125,21.521,24.6895,1968
MCD,8/6/2019,0,218,8,6,2019,25.0765,21.473,24.6895,1969
MCD,8/6/2019,1,218,8,6,2019,24.9795,21.473,24.883,1970
MCD,8/6/2019,2,218,8,6,2019,24.931,21.4255,24.931,1971
MCD,8/6/2019,3,218,8,6,2019,24.835,21.378,24.931,1972
MCD,8/6/2019,4,218,8,6,2019,24.6895,21.378,24.835,1973
MCD,8/6/2019,5,218,8,6,2019,24.641,21.378,24.7865,1974
MCD,8/6/2019,6,218,8,6,2019,24.593,21.378,24.738,1975
MCD,8/6/2019,7,218,8,6,2019,24.593,21.378,24.641,1976
MCD,8/6/2019,8,218,8,6,2019,24.641,21.473,24.6895,1977
MCD,8/6/2019,9,218,8,6,2019,24.545,21.473,24.738,1978
MCD,8/6/2019,10,218,8,6,2019,24.8345,21.521,24.545,1979
MCD,8/6/2019,11,218,8,6,2019,25.1735,21.951,24.545,1980
MCD,8/6/2019,12,218,8,6,2019,25.513,21.712,24.641,1981
MCD,8/6/2019,13,218,8,6,2019,25.708,22.0465,24.738,1982
MCD,8/6/2019,14,218,8,6,2019,25.854,22.525,24.6895,1983
MCD,8/6/2019,15,218,8,6,2019,26.097,22.477,24.7865,1984
MCD,8/6/2019,16,218,8,6,2019,26.39,22.2375,24.835,1985
MCD,8/6/2019,17,218,8,6,2019,26.634,21.903,24.931,1986
MCD,8/6/2019,18,218,8,6,2019,26.634,22.0945,24.9315,1987
MCD,8/6/2019,19,218,8,6,2019,26.5365,21.76,24.738,1988
MCD,8/6/2019,20,218,8,6,2019,26.1945,21.282,24.7865,1989
MCD,8/6/2019,21,218,8,6,2019,25.951,21.282,24.6895,1990
MCD,8/6/2019,22,218,8,6,2019,25.708,21.4255,24.545,1991
MCD,8/6/2019,23,218,8,6,2019,25.5615,21.8075,24.593,1992
MCD,8/7/2019,0,219,8,7,2019,25.416,21.6645,24.593,1993
MCD,8/7/2019,1,219,8,7,2019,25.319,21.5685,24.641,1994
MCD,8/7/2019,2,219,8,7,2019,25.2705,21.521,24.6895,1995
MCD,8/7/2019,3,219,8,7,2019,25.125,21.6165,24.738,1996
MCD,8/7/2019,4,219,8,7,2019,24.931,21.473,24.6895,1997
MCD,8/7/2019,5,219,8,7,2019,24.883,21.521,24.6895,1998
MCD,8/7/2019,6,219,8,7,2019,24.835,22.3335,24.883,1999
MCD,8/7/2019,7,219,8,7,2019,24.738,21.6165,24.883,2000
MCD,8/7/2019,8,219,8,7,2019,24.6895,21.521,24.835,2001
MCD,8/7/2019,9,219,8,7,2019,24.738,22.1905,24.835,2002
MCD,8/7/2019,10,219,8,7,2019,24.8345,21.6645,24.883,2003
MCD,8/7/2019,11,219,8,7,2019,25.0765,22.0945,24.835,2004
MCD,8/7/2019,12,219,8,7,2019,25.222,22.094,24.883,2005
MCD,8/7/2019,13,219,8,7,2019,25.319,22.7645,24.931,2006
MCD,8/7/2019,14,219,8,7,2019,25.513,22.669,24.931,2007
MCD,8/7/2019,15,219,8,7,2019,25.708,21.951,24.7865,2008
MCD,8/7/2019,16,219,8,7,2019,25.659,21.5685,24.883,2009
MCD,8/7/2019,17,219,8,7,2019,25.513,21.8075,24.448,2010
MCD,8/7/2019,18,219,8,7,2019,25.659,21.664,24.3995,2011
MCD,8/7/2019,19,219,8,7,2019,25.416,21.8075,24.6895,2012
MCD,8/7/2019,20,219,8,7,2019,25.222,21.664,24.641,2013
MCD,8/7/2019,21,219,8,7,2019,24.9795,21.569,24.641,2014
MCD,8/7/2019,22,219,8,7,2019,24.931,21.473,24.6895,2015
MCD,8/7/2019,23,219,8,7,2019,24.931,21.473,24.931,2016
MCD,8/8/2019,0,220,8,8,2019,24.835,21.473,24.835,2017
MCD,8/8/2019,1,220,8,8,2019,24.6895,21.569,24.738,2018
MCD,8/8/2019,2,220,8,8,2019,24.6895,21.473,24.641,2019
MCD,8/8/2019,3,220,8,8,2019,24.303,21.5685,24.593,2020
MCD,8/8/2019,4,220,8,8,2019,24.2065,21.6165,24.4965,2021
MCD,8/8/2019,5,220,8,8,2019,24.11,21.4255,24.3995,2022
MCD,8/8/2019,6,220,8,8,2019,24.014,21.569,24.303,2023
MCD,8/8/2019,7,220,8,8,2019,24.014,21.8075,24.158,2024
MCD,8/8/2019,8,220,8,8,2019,23.966,21.903,24.158,2025
MCD,8/8/2019,9,220,8,8,2019,23.9175,22.6685,24.158,2026
MCD,8/8/2019,10,220,8,8,2019,24.11,22.7165,24.2065,2027
MCD,8/8/2019,11,220,8,8,2019,24.303,23.581,24.062,2028
MCD,8/8/2019,12,220,8,8,2019,24.3995,23.5805,24.11,2029
MCD,8/8/2019,13,220,8,8,2019,24.593,23.773,24.2065,2030
MCD,8/8/2019,14,220,8,8,2019,24.7865,23.869,24.255,2031
MCD,8/8/2019,15,220,8,8,2019,24.931,23.869,24.2545,2032
MCD,8/8/2019,16,220,8,8,2019,24.9795,23.966,24.351,2033
MCD,8/8/2019,17,220,8,8,2019,25.125,23.966,24.351,2034
MCD,8/8/2019,18,220,8,8,2019,25.028,23.966,24.448,2035
MCD,8/8/2019,19,220,8,8,2019,24.7865,23.869,24.448,2036
MCD,8/8/2019,20,220,8,8,2019,24.593,23.677,24.448,2037
MCD,8/8/2019,21,220,8,8,2019,24.3995,23.5325,24.448,2038
MCD,8/8/2019,22,220,8,8,2019,24.2545,23.484,24.351,2039
MCD,8/8/2019,23,220,8,8,2019,23.966,23.436,24.303,2040
MCD,8/9/2019,0,221,8,9,2019,23.9175,23.388,24.255,2041
MCD,8/9/2019,1,221,8,9,2019,23.821,23.244,24.158,2042
MCD,8/9/2019,2,221,8,9,2019,23.677,23.148,24.062,2043
MCD,8/9/2019,3,221,8,9,2019,23.5325,23.004,24.014,2044
MCD,8/9/2019,4,221,8,9,2019,23.484,22.86,23.9175,2045
MCD,8/9/2019,5,221,8,9,2019,23.34,22.7645,23.869,2046
MCD,8/9/2019,6,221,8,9,2019,23.244,22.669,23.773,2047
