lake,date,hour,yday,month,day,year,littoral6,littoral8,pelagic,seq
MCD,7/9/2019,17,190,7,9,2019,26.634,20.0435,26.097,1314
MCD,7/9/2019,18,190,7,9,2019,26.5365,19.9955,25.513,1315
MCD,7/9/2019,19,190,7,9,2019,26.39,18.854,24.7865,1316
MCD,7/9/2019,20,190,7,9,2019,26.292,19.2345,24.448,1317
MCD,7/9/2019,21,190,7,9,2019,26.146,18.283,24.6895,1318
MCD,7/9/2019,22,190,7,9,2019,26.097,19.1395,24.6895,1319
MCD,7/9/2019,23,190,7,9,2019,26,19.425,24.883,1320
MCD,7/10/2019,0,191,7,10,2019,25.951,21.0915,25.5135,1321
MCD,7/10/2019,1,191,7,10,2019,25.805,20.329,25.902,1322
MCD,7/10/2019,2,191,7,10,2019,25.708,21.0915,25.805,1323
MCD,7/10/2019,3,191,7,10,2019,25.61,20.0905,25.7565,1324
MCD,7/10/2019,4,191,7,10,2019,25.61,20.329,25.708,1325
MCD,7/10/2019,5,191,7,10,2019,25.513,20.567,25.61,1326
MCD,7/10/2019,6,191,7,10,2019,25.416,20.615,25.5615,1327
MCD,7/10/2019,7,191,7,10,2019,25.513,21.187,25.513,1328
MCD,7/10/2019,8,191,7,10,2019,25.7075,23.4845,25.61,1329
MCD,7/10/2019,9,191,7,10,2019,25.708,24.3995,25.61,1330
MCD,7/10/2019,10,191,7,10,2019,25.6105,24.5445,25.708,1331
MCD,7/10/2019,11,191,7,10,2019,25.7565,25.125,25.7565,1332
MCD,7/10/2019,12,191,7,10,2019,26,25.3675,25.8535,1333
MCD,7/10/2019,13,191,7,10,2019,25.951,25.4645,25.902,1334
MCD,7/10/2019,14,191,7,10,2019,25.951,25.513,25.902,1335
MCD,7/10/2019,15,191,7,10,2019,26.097,25.513,25.951,1336
MCD,7/10/2019,16,191,7,10,2019,26.341,25.513,26,1337
MCD,7/10/2019,17,191,7,10,2019,26.2435,25.513,26,1338
MCD,7/10/2019,18,191,7,10,2019,26.097,25.2705,26,1339
MCD,7/10/2019,19,191,7,10,2019,26.146,23.682,25.951,1340
MCD,7/10/2019,20,191,7,10,2019,25.951,21.2825,25.902,1341
MCD,7/10/2019,21,191,7,10,2019,25.9025,18.521,25.805,1342
MCD,7/10/2019,22,191,7,10,2019,25.7565,18.2355,25.708,1343
MCD,7/10/2019,23,191,7,10,2019,25.61,18.949,25.659,1344
MCD,7/11/2019,0,192,7,11,2019,25.5615,19.71,25.077,1345
MCD,7/11/2019,1,192,7,11,2019,25.416,20.2815,24.2545,1346
MCD,7/11/2019,2,192,7,11,2019,25.222,18.9015,25.1735,1347
MCD,7/11/2019,3,192,7,11,2019,25.028,18.426,25.1735,1348
MCD,7/11/2019,4,192,7,11,2019,24.9795,18.236,25.0765,1349
MCD,7/11/2019,5,192,7,11,2019,24.931,18.188,24.931,1350
MCD,7/11/2019,6,192,7,11,2019,24.835,18.6635,24.883,1351
MCD,7/11/2019,7,192,7,11,2019,24.931,19.044,24.835,1352
MCD,7/11/2019,8,192,7,11,2019,24.931,20.2815,24.7865,1353
MCD,7/11/2019,9,192,7,11,2019,24.835,20.2815,24.738,1354
MCD,7/11/2019,10,192,7,11,2019,24.545,20.5195,24.738,1355
MCD,7/11/2019,11,192,7,11,2019,24.6895,21.044,24.4965,1356
MCD,7/11/2019,12,192,7,11,2019,24.738,21.521,24.5445,1357
MCD,7/11/2019,13,192,7,11,2019,25.0765,20.949,24.593,1358
MCD,7/11/2019,14,192,7,11,2019,25.416,20.6625,24.593,1359
MCD,7/11/2019,15,192,7,11,2019,25.4645,20.71,24.7865,1360
MCD,7/11/2019,16,192,7,11,2019,25.951,19.5675,24.835,1361
MCD,7/11/2019,17,192,7,11,2019,25.9995,19.4725,24.835,1362
MCD,7/11/2019,18,192,7,11,2019,26.2435,19.2345,24.931,1363
MCD,7/11/2019,19,192,7,11,2019,26.2435,18.426,24.931,1364
MCD,7/11/2019,20,192,7,11,2019,26.0485,18.331,24.9795,1365
MCD,7/11/2019,21,192,7,11,2019,25.7075,18.14,25.125,1366
MCD,7/11/2019,22,192,7,11,2019,25.3675,18.236,25.2705,1367
MCD,7/11/2019,23,192,7,11,2019,25.222,18.331,25.1735,1368
MCD,7/12/2019,0,193,7,12,2019,25.0765,18.4735,25.1735,1369
MCD,7/12/2019,1,193,7,12,2019,24.931,18.4735,25.0765,1370
MCD,7/12/2019,2,193,7,12,2019,24.7865,18.426,24.931,1371
MCD,7/12/2019,3,193,7,12,2019,24.641,18.4735,24.883,1372
MCD,7/12/2019,4,193,7,12,2019,24.593,18.711,24.7865,1373
MCD,7/12/2019,5,193,7,12,2019,24.4965,18.521,24.6895,1374
MCD,7/12/2019,6,193,7,12,2019,24.4965,18.4735,24.593,1375
MCD,7/12/2019,7,193,7,12,2019,24.545,19.8065,24.545,1376
MCD,7/12/2019,8,193,7,12,2019,24.6895,21.904,24.545,1377
MCD,7/12/2019,9,193,7,12,2019,24.593,23.436,24.545,1378
MCD,7/12/2019,10,193,7,12,2019,24.6415,23.821,24.545,1379
MCD,7/12/2019,11,193,7,12,2019,24.7865,24.014,24.6895,1380
MCD,7/12/2019,12,193,7,12,2019,25.1735,24.2545,24.8345,1381
MCD,7/12/2019,13,193,7,12,2019,25.5615,24.5445,25.028,1382
MCD,7/12/2019,14,193,7,12,2019,25.7565,24.6895,25.1735,1383
MCD,7/12/2019,15,193,7,12,2019,26.0485,24.9795,25.2705,1384
MCD,7/12/2019,16,193,7,12,2019,26.146,25.0765,25.416,1385
MCD,7/12/2019,17,193,7,12,2019,26.292,25.319,25.416,1386
MCD,7/12/2019,18,193,7,12,2019,26.4875,23.581,25.222,1387
MCD,7/12/2019,19,193,7,12,2019,26.4385,23.629,25.1735,1388
MCD,7/12/2019,20,193,7,12,2019,26.146,19.996,24.8345,1389
MCD,7/12/2019,21,193,7,12,2019,25.902,21.1435,24.6895,1390
MCD,7/12/2019,22,193,7,12,2019,25.659,20.2815,24.7865,1391
MCD,7/12/2019,23,193,7,12,2019,25.5615,20.3765,24.883,1392
MCD,7/13/2019,0,194,7,13,2019,25.319,21.0915,24.8345,1393
MCD,7/13/2019,1,194,7,13,2019,25.222,20.186,24.835,1394
MCD,7/13/2019,2,194,7,13,2019,25.1735,20.2815,24.738,1395
MCD,7/13/2019,3,194,7,13,2019,25.0765,20.043,24.545,1396
MCD,7/13/2019,4,194,7,13,2019,24.931,19.948,24.641,1397
MCD,7/13/2019,5,194,7,13,2019,24.883,20.0905,24.545,1398
MCD,7/13/2019,6,194,7,13,2019,24.835,20.186,24.641,1399
MCD,7/13/2019,7,194,7,13,2019,25.028,20.6145,24.738,1400
MCD,7/13/2019,8,194,7,13,2019,25.125,21.9995,24.6895,1401
MCD,7/13/2019,9,194,7,13,2019,24.931,21.9505,24.738,1402
MCD,7/13/2019,10,194,7,13,2019,24.931,22.621,24.738,1403
MCD,7/13/2019,11,194,7,13,2019,25.0765,23.148,24.545,1404
MCD,7/13/2019,12,194,7,13,2019,25.416,23.004,24.738,1405
MCD,7/13/2019,13,194,7,13,2019,25.659,24.014,24.835,1406
MCD,7/13/2019,14,194,7,13,2019,25.951,23.1515,24.9795,1407
MCD,7/13/2019,15,194,7,13,2019,26.146,23.244,24.931,1408
MCD,7/13/2019,16,194,7,13,2019,26.292,23.196,25.0765,1409
MCD,7/13/2019,17,194,7,13,2019,26.439,23.725,25.0765,1410
MCD,7/13/2019,18,194,7,13,2019,26.5365,22.1425,24.931,1411
MCD,7/13/2019,19,194,7,13,2019,26.5365,20.901,24.9795,1412
MCD,7/13/2019,20,194,7,13,2019,26.341,19.7575,25.028,1413
MCD,7/13/2019,21,194,7,13,2019,25.9995,19.9005,25.0765,1414
MCD,7/13/2019,22,194,7,13,2019,25.7565,20.424,25.1735,1415
MCD,7/13/2019,23,194,7,13,2019,25.61,20.71,25.1735,1416
MCD,7/14/2019,0,195,7,14,2019,25.416,20.4245,25.3675,1417
MCD,7/14/2019,1,195,7,14,2019,25.2705,20.2815,25.3675,1418
MCD,7/14/2019,2,195,7,14,2019,25.222,20.186,25.2705,1419
MCD,7/14/2019,3,195,7,14,2019,25.125,20.186,25.1735,1420
MCD,7/14/2019,4,195,7,14,2019,24.931,20.3765,25.0765,1421
MCD,7/14/2019,5,195,7,14,2019,24.883,20.4715,24.931,1422
MCD,7/14/2019,6,195,7,14,2019,24.835,20.424,24.931,1423
MCD,7/14/2019,7,195,7,14,2019,25.028,20.472,24.883,1424
MCD,7/14/2019,8,195,7,14,2019,25.222,22.1905,24.883,1425
MCD,7/14/2019,9,195,7,14,2019,24.931,23.1,24.835,1426
MCD,7/14/2019,10,195,7,14,2019,25.028,23.052,24.835,1427
MCD,7/14/2019,11,195,7,14,2019,25.3675,23.677,25.028,1428
MCD,7/14/2019,12,195,7,14,2019,25.7075,23.773,25.222,1429
MCD,7/14/2019,13,195,7,14,2019,25.4645,23.9695,25.3675,1430
MCD,7/14/2019,14,195,7,14,2019,25.8535,23.148,25.659,1431
MCD,7/14/2019,15,195,7,14,2019,25.9995,22.669,25.659,1432
MCD,7/14/2019,16,195,7,14,2019,26.634,22.6205,25.8535,1433
MCD,7/14/2019,17,195,7,14,2019,26.439,22.621,25.805,1434
MCD,7/14/2019,18,195,7,14,2019,26.439,22.573,24.9795,1435
MCD,7/14/2019,19,195,7,14,2019,26.292,21.4735,25.125,1436
MCD,7/14/2019,20,195,7,14,2019,26.2435,21.9035,24.738,1437
MCD,7/14/2019,21,195,7,14,2019,26.2435,22.1425,24.7865,1438
MCD,7/14/2019,22,195,7,14,2019,26.097,22.4295,24.883,1439
MCD,7/14/2019,23,195,7,14,2019,26.0485,23.1,24.883,1440
MCD,7/15/2019,0,196,7,15,2019,25.951,22.8125,24.931,1441
MCD,7/15/2019,1,196,7,15,2019,25.805,22.6685,24.931,1442
MCD,7/15/2019,2,196,7,15,2019,25.708,21.2345,24.931,1443
MCD,7/15/2019,3,196,7,15,2019,25.61,21.092,25.0765,1444
MCD,7/15/2019,4,196,7,15,2019,25.513,21.0915,25.416,1445
MCD,7/15/2019,5,196,7,15,2019,25.4645,19.9955,25.2705,1446
MCD,7/15/2019,6,196,7,15,2019,25.416,20.5675,25.222,1447
MCD,7/15/2019,7,196,7,15,2019,25.5615,22.6685,25.3675,1448
MCD,7/15/2019,8,196,7,15,2019,25.7075,22.573,25.513,1449
MCD,7/15/2019,9,196,7,15,2019,25.7565,22.7645,25.513,1450
MCD,7/15/2019,10,196,7,15,2019,25.8535,22.9085,25.659,1451
MCD,7/15/2019,11,196,7,15,2019,26,23.5325,25.805,1452
MCD,7/15/2019,12,196,7,15,2019,26.0485,24.6415,25.9995,1453
MCD,7/15/2019,13,196,7,15,2019,26.6345,24.883,26.146,1454
MCD,7/15/2019,14,196,7,15,2019,27.026,26.2435,26.4875,1455
MCD,7/15/2019,15,196,7,15,2019,27.075,26.879,26.585,1456
MCD,7/15/2019,16,196,7,15,2019,26.977,27.075,26.683,1457
MCD,7/15/2019,17,196,7,15,2019,27.124,26.928,26.732,1458
MCD,7/15/2019,18,196,7,15,2019,26.7325,26.781,26.683,1459
MCD,7/15/2019,19,196,7,15,2019,26.146,26,26.683,1460
MCD,7/15/2019,20,196,7,15,2019,26.5855,21.999,26.3415,1461
MCD,7/15/2019,21,196,7,15,2019,26.5365,23.7735,25.854,1462
MCD,7/15/2019,22,196,7,15,2019,26.2435,24.062,25.7565,1463
MCD,7/15/2019,23,196,7,15,2019,26.195,22.908,25.951,1464
MCD,7/16/2019,0,197,7,16,2019,26.0485,24.015,26.097,1465
MCD,7/16/2019,1,197,7,16,2019,25.951,23.9175,26.097,1466
MCD,7/16/2019,2,197,7,16,2019,25.8535,23.5325,26,1467
MCD,7/16/2019,3,197,7,16,2019,25.7565,23.436,25.902,1468
MCD,7/16/2019,4,197,7,16,2019,25.659,23.581,25.902,1469
MCD,7/16/2019,5,197,7,16,2019,25.513,23.6285,25.8535,1470
MCD,7/16/2019,6,197,7,16,2019,25.416,23.436,25.708,1471
MCD,7/16/2019,7,197,7,16,2019,25.4645,24.6415,25.61,1472
MCD,7/16/2019,8,197,7,16,2019,25.4645,23.1975,25.61,1473
MCD,7/16/2019,9,197,7,16,2019,25.5615,23.9175,25.61,1474
MCD,7/16/2019,10,197,7,16,2019,25.805,24.159,25.61,1475
MCD,7/16/2019,11,197,7,16,2019,26.1945,24.1115,25.659,1476
MCD,7/16/2019,12,197,7,16,2019,27.0755,24.6895,25.61,1477
MCD,7/16/2019,13,197,7,16,2019,27.321,23.0525,25.61,1478
MCD,7/16/2019,14,197,7,16,2019,27.5175,23.9655,25.659,1479
MCD,7/16/2019,15,197,7,16,2019,27.665,23.34,25.708,1480
MCD,7/16/2019,16,197,7,16,2019,27.616,22.525,25.708,1481
MCD,7/16/2019,17,197,7,16,2019,27.813,22.621,25.708,1482
MCD,7/16/2019,18,197,7,16,2019,27.862,22.1895,25.708,1483
MCD,7/16/2019,19,197,7,16,2019,27.7145,21.3775,25.708,1484
MCD,7/16/2019,20,197,7,16,2019,27.37,21.3775,25.7565,1485
MCD,7/16/2019,21,197,7,16,2019,27.173,21.521,25.7565,1486
MCD,7/16/2019,22,197,7,16,2019,27.075,21.712,25.659,1487
MCD,7/16/2019,23,197,7,16,2019,26.781,21.6165,25.659,1488
MCD,7/17/2019,0,198,7,17,2019,26.634,21.569,25.708,1489
MCD,7/17/2019,1,198,7,17,2019,26.439,21.282,25.659,1490
MCD,7/17/2019,2,198,7,17,2019,26.292,21.4255,25.5615,1491
MCD,7/17/2019,3,198,7,17,2019,26.146,21.8075,25.513,1492
MCD,7/17/2019,4,198,7,17,2019,26.0485,21.855,25.61,1493
MCD,7/17/2019,5,198,7,17,2019,25.902,21.33,25.61,1494
MCD,7/17/2019,6,198,7,17,2019,25.805,21.4255,25.61,1495
MCD,7/17/2019,7,198,7,17,2019,26.0485,21.855,25.61,1496
MCD,7/17/2019,8,198,7,17,2019,26.146,22.3335,25.61,1497
MCD,7/17/2019,9,198,7,17,2019,26,23.148,25.659,1498
MCD,7/17/2019,10,198,7,17,2019,26,23.34,25.7565,1499
MCD,7/17/2019,11,198,7,17,2019,26,23.4845,25.8535,1500
MCD,7/17/2019,12,198,7,17,2019,26.146,23.8695,25.9025,1501
MCD,7/17/2019,13,198,7,17,2019,26.146,23.9175,25.9995,1502
MCD,7/17/2019,14,198,7,17,2019,26.292,23.773,26.3415,1503
MCD,7/17/2019,15,198,7,17,2019,26.4875,22.813,26.2925,1504
MCD,7/17/2019,16,198,7,17,2019,26.634,22.3335,26.146,1505
MCD,7/17/2019,17,198,7,17,2019,26.585,23.2455,26.146,1506
MCD,7/17/2019,18,198,7,17,2019,26.488,23.725,26.146,1507
MCD,7/17/2019,19,198,7,17,2019,26.488,23.725,26.146,1508
MCD,7/17/2019,20,198,7,17,2019,26.39,23.6285,26.5365,1509
MCD,7/17/2019,21,198,7,17,2019,26.292,23.5325,26.488,1510
MCD,7/17/2019,22,198,7,17,2019,26.195,23.677,26.39,1511
MCD,7/17/2019,23,198,7,17,2019,26.097,23.629,26.292,1512
MCD,7/18/2019,0,199,7,18,2019,26.0485,23.5805,26.292,1513
MCD,7/18/2019,1,199,7,18,2019,25.902,23.9175,26.195,1514
MCD,7/18/2019,2,199,7,18,2019,25.951,22.956,26.195,1515
MCD,7/18/2019,3,199,7,18,2019,25.902,23.052,26.097,1516
MCD,7/18/2019,4,199,7,18,2019,25.8535,21.6165,26.097,1517
MCD,7/18/2019,5,199,7,18,2019,25.902,22.669,26.0485,1518
MCD,7/18/2019,6,199,7,18,2019,25.7565,22.956,26,1519
MCD,7/18/2019,7,199,7,18,2019,25.708,23.052,25.902,1520
MCD,7/18/2019,8,199,7,18,2019,25.7565,22.9095,25.902,1521
MCD,7/18/2019,9,199,7,18,2019,25.659,23.9665,25.8535,1522
MCD,7/18/2019,10,199,7,18,2019,25.513,22.813,25.708,1523
MCD,7/18/2019,11,199,7,18,2019,25.659,24.835,25.708,1524
MCD,7/18/2019,12,199,7,18,2019,25.8535,25.1735,25.805,1525
MCD,7/18/2019,13,199,7,18,2019,25.951,25.3675,25.805,1526
MCD,7/18/2019,14,199,7,18,2019,26.0485,25.416,25.902,1527
MCD,7/18/2019,15,199,7,18,2019,26.2925,25.513,25.951,1528
MCD,7/18/2019,16,199,7,18,2019,26.4875,25.368,26.0485,1529
MCD,7/18/2019,17,199,7,18,2019,26.585,26,26.195,1530
MCD,7/18/2019,18,199,7,18,2019,26.5365,26.097,26.146,1531
MCD,7/18/2019,19,199,7,18,2019,26.5365,26,26.097,1532
MCD,7/18/2019,20,199,7,18,2019,26.146,25.951,26.097,1533
MCD,7/18/2019,21,199,7,18,2019,26.097,25.902,26.097,1534
MCD,7/18/2019,22,199,7,18,2019,26,25.8535,26.0485,1535
MCD,7/18/2019,23,199,7,18,2019,25.8535,22.095,26,1536
MCD,7/19/2019,0,200,7,19,2019,25.7565,21.999,25.951,1537
MCD,7/19/2019,1,200,7,19,2019,25.708,21.9505,25.902,1538
MCD,7/19/2019,2,200,7,19,2019,25.708,21.903,25.8535,1539
MCD,7/19/2019,3,200,7,19,2019,25.708,22.573,25.805,1540
MCD,7/19/2019,4,200,7,19,2019,25.659,24.0625,25.7565,1541
MCD,7/19/2019,5,200,7,19,2019,25.659,23.197,25.708,1542
MCD,7/19/2019,6,200,7,19,2019,25.61,23.0055,25.708,1543
MCD,7/19/2019,7,200,7,19,2019,25.7075,23.9175,25.708,1544
MCD,7/19/2019,8,200,7,19,2019,25.902,24.786,25.708,1545
MCD,7/19/2019,9,200,7,19,2019,25.7565,24.4485,25.805,1546
MCD,7/19/2019,10,200,7,19,2019,26.0975,23.967,25.708,1547
MCD,7/19/2019,11,200,7,19,2019,26.683,24.835,25.7565,1548
MCD,7/19/2019,12,200,7,19,2019,27.124,25.3675,25.7565,1549
MCD,7/19/2019,13,200,7,19,2019,27.2715,22.1905,25.805,1550
MCD,7/19/2019,14,200,7,19,2019,27.4685,22.2375,25.902,1551
MCD,7/19/2019,15,200,7,19,2019,27.2715,23.245,25.805,1552
MCD,7/19/2019,16,200,7,19,2019,26.634,23.821,25.805,1553
MCD,7/19/2019,17,200,7,19,2019,26.439,22.573,25.805,1554
MCD,7/19/2019,18,200,7,19,2019,26.83,23.726,25.805,1555
MCD,7/19/2019,19,200,7,19,2019,27.1735,24.545,25.7565,1556
MCD,7/19/2019,20,200,7,19,2019,26.3415,24.69,25.805,1557
MCD,7/19/2019,21,200,7,19,2019,26.2435,23.1985,25.902,1558
MCD,7/19/2019,22,200,7,19,2019,26.39,22.8615,25.9025,1559
MCD,7/19/2019,23,200,7,19,2019,26.2435,24.1105,25.9025,1560
MCD,7/20/2019,0,201,7,20,2019,26.146,23.1,25.9995,1561
MCD,7/20/2019,1,201,7,20,2019,26.0485,22.8605,25.8535,1562
MCD,7/20/2019,2,201,7,20,2019,25.951,22.142,25.805,1563
MCD,7/20/2019,3,201,7,20,2019,25.8535,22.2855,25.805,1564
MCD,7/20/2019,4,201,7,20,2019,25.708,22.2855,25.902,1565
MCD,7/20/2019,5,201,7,20,2019,25.708,22.2855,25.8535,1566
MCD,7/20/2019,6,201,7,20,2019,25.708,22.812,25.7565,1567
MCD,7/20/2019,7,201,7,20,2019,25.7565,22.7645,25.7565,1568
MCD,7/20/2019,8,201,7,20,2019,25.902,22.8125,25.805,1569
MCD,7/20/2019,9,201,7,20,2019,25.61,22.7645,25.659,1570
MCD,7/20/2019,10,201,7,20,2019,25.513,23.0045,25.416,1571
MCD,7/20/2019,11,201,7,20,2019,25.319,22.142,25.659,1572
MCD,7/20/2019,12,201,7,20,2019,25.3675,23.869,25.61,1573
MCD,7/20/2019,13,201,7,20,2019,25.3675,22.908,25.5615,1574
MCD,7/20/2019,14,201,7,20,2019,25.2705,22.9085,25.513,1575
MCD,7/20/2019,15,201,7,20,2019,25.3675,22.2855,25.513,1576
MCD,7/20/2019,16,201,7,20,2019,25.659,23.196,25.61,1577
MCD,7/20/2019,17,201,7,20,2019,25.951,23.2445,25.513,1578
MCD,7/20/2019,18,201,7,20,2019,26.146,23.3885,25.513,1579
MCD,7/20/2019,19,201,7,20,2019,26.195,22.5255,25.513,1580
MCD,7/20/2019,20,201,7,20,2019,26.0485,21.951,25.4645,1581
MCD,7/20/2019,21,201,7,20,2019,25.7565,22.0945,25.513,1582
MCD,7/20/2019,22,201,7,20,2019,25.61,22.094,25.513,1583
MCD,7/20/2019,23,201,7,20,2019,25.513,22.094,25.416,1584
MCD,7/21/2019,0,202,7,21,2019,25.3675,22.477,25.319,1585
MCD,7/21/2019,1,202,7,21,2019,25.222,22.4295,25.319,1586
MCD,7/21/2019,2,202,7,21,2019,25.0765,22.19,25.222,1587
MCD,7/21/2019,3,202,7,21,2019,24.9795,21.9505,25.125,1588
MCD,7/21/2019,4,202,7,21,2019,24.7865,21.9505,25.0765,1589
MCD,7/21/2019,5,202,7,21,2019,24.641,21.855,24.931,1590
MCD,7/21/2019,6,202,7,21,2019,24.6895,21.8555,24.883,1591
MCD,7/21/2019,7,202,7,21,2019,24.7865,21.951,24.883,1592
MCD,7/21/2019,8,202,7,21,2019,25.028,22.908,24.931,1593
MCD,7/21/2019,9,202,7,21,2019,24.7865,22.7165,24.931,1594
MCD,7/21/2019,10,202,7,21,2019,24.883,22.2375,24.883,1595
MCD,7/21/2019,11,202,7,21,2019,25.1735,22.717,24.7865,1596
MCD,7/21/2019,12,202,7,21,2019,25.4645,23.196,24.835,1597
MCD,7/21/2019,13,202,7,21,2019,25.708,23.244,24.883,1598
MCD,7/21/2019,14,202,7,21,2019,25.8535,23.5325,24.883,1599
MCD,7/21/2019,15,202,7,21,2019,25.7565,23.629,24.883,1600
MCD,7/21/2019,16,202,7,21,2019,25.902,23.5325,24.7865,1601
MCD,7/21/2019,17,202,7,21,2019,26,23.1,24.7865,1602
MCD,7/21/2019,18,202,7,21,2019,26.097,23.5325,24.835,1603
MCD,7/21/2019,19,202,7,21,2019,25.9995,22.477,24.931,1604
MCD,7/21/2019,20,202,7,21,2019,25.7075,22.094,24.931,1605
MCD,7/21/2019,21,202,7,21,2019,25.4645,21.7595,24.931,1606
MCD,7/21/2019,22,202,7,21,2019,25.3675,21.712,24.9795,1607
MCD,7/21/2019,23,202,7,21,2019,25.222,21.951,25.0765,1608
MCD,7/22/2019,0,203,7,22,2019,25.125,22.046,24.9795,1609
MCD,7/22/2019,1,203,7,22,2019,25.0765,22.046,24.931,1610
MCD,7/22/2019,2,203,7,22,2019,24.931,22.142,24.931,1611
MCD,7/22/2019,3,203,7,22,2019,24.835,21.855,24.835,1612
MCD,7/22/2019,4,203,7,22,2019,24.738,21.855,24.738,1613
MCD,7/22/2019,5,203,7,22,2019,24.593,21.903,24.738,1614
MCD,7/22/2019,6,203,7,22,2019,24.4965,22.046,24.641,1615
MCD,7/22/2019,7,203,7,22,2019,24.6895,21.9985,24.641,1616
MCD,7/22/2019,8,203,7,22,2019,24.738,22.525,24.545,1617
MCD,7/22/2019,9,203,7,22,2019,24.4965,23.292,24.4965,1618
MCD,7/22/2019,10,203,7,22,2019,24.545,22.8125,24.4965,1619
MCD,7/22/2019,11,203,7,22,2019,24.6895,23.581,24.545,1620
MCD,7/22/2019,12,203,7,22,2019,24.8345,23.629,24.448,1621
MCD,7/22/2019,13,203,7,22,2019,25.0765,23.725,24.545,1622
MCD,7/22/2019,14,203,7,22,2019,25.1735,23.725,24.545,1623
MCD,7/22/2019,15,203,7,22,2019,25.319,23.9175,24.641,1624
MCD,7/22/2019,16,203,7,22,2019,25.416,24.2065,24.593,1625
MCD,7/22/2019,17,203,7,22,2019,25.5615,24.448,24.641,1626
MCD,7/22/2019,18,203,7,22,2019,25.6105,24.4965,24.6895,1627
MCD,7/22/2019,19,203,7,22,2019,25.6105,23.149,24.7865,1628
MCD,7/22/2019,20,203,7,22,2019,25.4645,23.004,24.835,1629
MCD,7/22/2019,21,203,7,22,2019,25.2705,23.244,24.835,1630
MCD,7/22/2019,22,203,7,22,2019,25.028,22.956,24.835,1631
MCD,7/22/2019,23,203,7,22,2019,24.9315,24.1585,24.835,1632
MCD,7/23/2019,0,204,7,23,2019,24.7865,22.6685,24.7865,1633
MCD,7/23/2019,1,204,7,23,2019,24.593,22.812,24.738,1634
MCD,7/23/2019,2,204,7,23,2019,24.4965,22.8605,24.6895,1635
MCD,7/23/2019,3,204,7,23,2019,24.3995,22.573,24.593,1636
MCD,7/23/2019,4,204,7,23,2019,24.303,22.669,24.4965,1637
MCD,7/23/2019,5,204,7,23,2019,24.2065,22.7165,24.448,1638
MCD,7/23/2019,6,204,7,23,2019,24.158,22.908,24.351,1639
MCD,7/23/2019,7,204,7,23,2019,24.2065,23.244,24.255,1640
MCD,7/23/2019,8,204,7,23,2019,24.255,23.1,24.351,1641
MCD,7/23/2019,9,204,7,23,2019,24.255,23.052,24.351,1642
MCD,7/23/2019,10,204,7,23,2019,24.303,23.148,24.351,1643
MCD,7/23/2019,11,204,7,23,2019,24.69,23.244,24.303,1644
MCD,7/23/2019,12,204,7,23,2019,24.883,23.388,24.303,1645
MCD,7/23/2019,13,204,7,23,2019,25.125,23.388,24.351,1646
MCD,7/23/2019,14,204,7,23,2019,25.2705,23.5325,24.448,1647
MCD,7/23/2019,15,204,7,23,2019,25.513,23.484,24.4965,1648
MCD,7/23/2019,16,204,7,23,2019,25.7075,23.4845,24.448,1649
MCD,7/23/2019,17,204,7,23,2019,25.8535,23.9655,24.448,1650
MCD,7/23/2019,18,204,7,23,2019,25.951,23.869,24.351,1651
MCD,7/23/2019,19,204,7,23,2019,25.8535,22.956,24.448,1652
MCD,7/23/2019,20,204,7,23,2019,25.5615,22.86,24.448,1653
MCD,7/23/2019,21,204,7,23,2019,25.3675,23.004,24.4965,1654
MCD,7/23/2019,22,204,7,23,2019,25.1735,22.7645,24.545,1655
MCD,7/23/2019,23,204,7,23,2019,25.0765,22.812,24.6895,1656
MCD,7/24/2019,0,205,7,24,2019,24.883,22.7645,24.738,1657
MCD,7/24/2019,1,205,7,24,2019,24.7865,22.812,24.738,1658
MCD,7/24/2019,2,205,7,24,2019,24.738,22.7645,24.6895,1659
MCD,7/24/2019,3,205,7,24,2019,24.641,22.717,24.593,1660
MCD,7/24/2019,4,205,7,24,2019,24.545,22.717,24.4965,1661
MCD,7/24/2019,5,205,7,24,2019,24.3995,22.621,24.448,1662
MCD,7/24/2019,6,205,7,24,2019,24.351,22.669,24.3995,1663
MCD,7/24/2019,7,205,7,24,2019,24.448,22.669,24.351,1664
MCD,7/24/2019,8,205,7,24,2019,24.4965,22.669,24.351,1665
MCD,7/24/2019,9,205,7,24,2019,24.448,22.669,24.351,1666
MCD,7/24/2019,10,205,7,24,2019,24.593,23.004,24.351,1667
MCD,7/24/2019,11,205,7,24,2019,25.028,23.004,24.3995,1668
MCD,7/24/2019,12,205,7,24,2019,25.416,23.1,24.448,1669
MCD,7/24/2019,13,205,7,24,2019,25.805,22.956,24.4965,1670
MCD,7/24/2019,14,205,7,24,2019,26.439,22.429,24.545,1671
MCD,7/24/2019,15,205,7,24,2019,26.683,22.8605,24.545,1672
MCD,7/24/2019,16,205,7,24,2019,27.026,22.573,24.545,1673
MCD,7/24/2019,17,205,7,24,2019,27.2225,22.7165,24.4965,1674
MCD,7/24/2019,18,205,7,24,2019,27.2225,22.7645,24.4965,1675
MCD,7/24/2019,19,205,7,24,2019,27.1245,22.621,24.4965,1676
MCD,7/24/2019,20,205,7,24,2019,26.0975,22.525,24.545,1677
MCD,7/24/2019,21,205,7,24,2019,26.1945,22.2855,24.545,1678
MCD,7/24/2019,22,205,7,24,2019,26.39,22.3335,24.3995,1679
