lake,date,hour,yday,month,day,year,littoral6,littoral8,pelagic_05,pelagic_1,comp,seq,pelagic_3.5
MCD,6/13/2019,17,164,6,13,2019,20.853,19.044,21.2345,19.6145,1.2385,690,11.5765
MCD,6/13/2019,18,164,6,13,2019,21.091,18.283,20.996,19.71,1.381,691,11.6735
MCD,6/13/2019,19,164,6,13,2019,21.187,18.759,20.7575,19.758,1.429,692,11.528
MCD,6/13/2019,20,164,6,13,2019,21.139,18.188,20.424,19.8055,1.3335,693,11.6735
MCD,6/13/2019,21,164,6,13,2019,20.9005,17.665,20.329,19.948,0.9525,694,11.528
MCD,6/13/2019,22,164,6,13,2019,20.6145,17.7125,20.2815,19.948,0.6665,695,11.625
MCD,6/13/2019,23,164,6,13,2019,20.3765,17.95,20.186,19.8055,0.571,696,11.6735
MCD,6/14/2019,0,165,6,14,2019,20.186,18.093,20.0905,19.9955,0.1905,697,11.5765
MCD,6/14/2019,1,165,6,14,2019,20.043,17.6175,19.948,19.9955,0.0475,698,11.4795
MCD,6/14/2019,2,165,6,14,2019,19.948,17.475,19.9005,19.853,0.095,699,11.625
MCD,6/14/2019,3,165,6,14,2019,19.71,17.379,19.758,19.853,-0.143,700,11.819
MCD,6/14/2019,4,165,6,14,2019,19.71,17.3315,19.758,19.758,-0.048,701,11.722
MCD,6/14/2019,5,165,6,14,2019,19.6145,18.188,19.662,19.71,-0.0955,702,11.722
MCD,6/14/2019,6,165,6,14,2019,19.5195,18.8535,19.5195,19.5195,0,703,11.7705
MCD,6/14/2019,7,165,6,14,2019,19.4245,17.9975,19.4245,19.4245,0,704,11.7705
MCD,6/14/2019,8,165,6,14,2019,19.377,18.3785,19.377,19.377,0,705,11.722
MCD,6/14/2019,9,165,6,14,2019,19.282,18.5685,19.3295,19.3295,-0.0475,706,11.722
MCD,6/14/2019,10,165,6,14,2019,19.187,18.4735,19.187,19.2345,-0.0475,707,11.8675
MCD,6/14/2019,11,165,6,14,2019,19.092,18.426,19.187,19.187,-0.095,708,11.916
MCD,6/14/2019,12,165,6,14,2019,19.092,18.236,19.2345,19.2345,-0.1425,709,11.7705
MCD,6/14/2019,13,165,6,14,2019,19.1395,18.236,19.282,19.187,-0.0475,710,11.819
MCD,6/14/2019,14,165,6,14,2019,19.187,18.236,19.187,19.092,0.095,711,11.7705
MCD,6/14/2019,15,165,6,14,2019,19.187,18.331,19.187,19.092,0.095,712,11.625
MCD,6/14/2019,16,165,6,14,2019,19.187,18.331,19.187,19.1395,0.0475,713,11.6735
MCD,6/14/2019,17,165,6,14,2019,19.187,18.2355,19.2345,19.187,0,714,11.6735
MCD,6/14/2019,18,165,6,14,2019,19.3295,17.9975,19.3295,19.187,0.1425,715,11.625
MCD,6/14/2019,19,165,6,14,2019,19.472,18.045,19.377,19.187,0.285,716,11.625
MCD,6/14/2019,20,165,6,14,2019,19.4245,17.665,19.2345,19.187,0.2375,717,11.4795
MCD,6/14/2019,21,165,6,14,2019,19.377,17.7125,19.187,19.187,0.19,718,11.625
MCD,6/14/2019,22,165,6,14,2019,19.2345,17.6175,19.187,19.187,0.0475,719,11.5765
MCD,6/14/2019,23,165,6,14,2019,19.1395,17.57,19.187,19.092,0.0475,720,11.6735
MCD,6/15/2019,0,166,6,15,2019,19.044,18.045,19.187,19.187,-0.143,721,11.625
MCD,6/15/2019,1,166,6,15,2019,18.8535,18.045,19.092,18.949,-0.0955,722,11.722
MCD,6/15/2019,2,166,6,15,2019,18.7585,17.8075,18.996,18.7585,0,723,11.722
MCD,6/15/2019,3,166,6,15,2019,18.711,17.9025,18.9485,18.996,-0.285,724,11.625
MCD,6/15/2019,4,166,6,15,2019,18.711,17.95,18.8535,18.901,-0.19,725,11.5765
MCD,6/15/2019,5,166,6,15,2019,18.711,17.9025,18.806,18.806,-0.095,726,11.916
MCD,6/15/2019,6,166,6,15,2019,18.6635,17.855,18.7585,18.806,-0.1425,727,11.722
MCD,6/15/2019,7,166,6,15,2019,18.7585,17.8075,18.8535,18.7585,0,728,11.528
MCD,6/15/2019,8,166,6,15,2019,18.8535,17.8075,18.9485,18.806,0.0475,729,11.7705
MCD,6/15/2019,9,166,6,15,2019,18.901,17.76,19.044,18.806,0.095,730,11.8675
MCD,6/15/2019,10,166,6,15,2019,18.806,17.665,19.187,18.616,0.19,731,11.8675
MCD,6/15/2019,11,166,6,15,2019,18.9965,17.76,19.2345,18.521,0.4755,732,11.916
MCD,6/15/2019,12,166,6,15,2019,18.996,17.7125,19.5195,18.426,0.57,733,11.722
MCD,6/15/2019,13,166,6,15,2019,19.2345,17.665,19.9005,18.616,0.6185,734,11.819
MCD,6/15/2019,14,166,6,15,2019,19.3295,17.665,20.3765,18.806,0.5235,735,11.8675
MCD,6/15/2019,15,166,6,15,2019,19.4725,17.6175,20.472,18.7585,0.714,736,12.207
MCD,6/15/2019,16,166,6,15,2019,19.71,17.665,20.567,18.901,0.809,737,11.916
MCD,6/15/2019,17,166,6,15,2019,20.424,17.665,20.567,18.996,1.428,738,11.916
MCD,6/15/2019,18,166,6,15,2019,20.8055,17.57,20.186,18.9485,1.857,739,11.6735
MCD,6/15/2019,19,166,6,15,2019,20.567,17.379,20.424,18.996,1.571,740,11.8675
MCD,6/15/2019,20,166,6,15,2019,20.4715,17.379,20.043,19.1395,1.332,741,11.6735
MCD,6/15/2019,21,166,6,15,2019,20.2815,17.379,19.8055,19.1395,1.142,742,11.819
MCD,6/15/2019,22,166,6,15,2019,20.043,17.522,19.9005,19.1395,0.9035,743,11.819
MCD,6/15/2019,23,166,6,15,2019,19.948,17.3795,19.8055,19.2345,0.7135,744,11.819
MCD,6/16/2019,0,167,6,16,2019,19.9005,17.284,19.662,19.044,0.8565,745,11.8675
MCD,6/16/2019,1,167,6,16,2019,19.758,17.189,19.6145,19.044,0.714,746,11.5765
MCD,6/16/2019,2,167,6,16,2019,19.567,17.189,19.567,19.1395,0.4275,747,11.4795
MCD,6/16/2019,3,167,6,16,2019,19.4245,17.094,19.472,19.044,0.3805,748,11.6735
MCD,6/16/2019,4,167,6,16,2019,19.377,17.094,19.3295,19.044,0.333,749,11.916
MCD,6/16/2019,5,167,6,16,2019,19.282,17.094,19.282,18.996,0.286,750,11.8675
MCD,6/16/2019,6,167,6,16,2019,19.187,17.1415,19.187,18.8535,0.3335,751,11.6735
MCD,6/16/2019,7,167,6,16,2019,19.187,17.1415,19.187,18.996,0.191,752,11.625
MCD,6/16/2019,8,167,6,16,2019,19.2345,17.3795,19.3295,18.996,0.2385,753,11.722
MCD,6/16/2019,9,167,6,16,2019,19.282,17.332,19.5195,18.996,0.286,754,11.9645
MCD,6/16/2019,10,167,6,16,2019,19.282,17.2365,19.6145,18.996,0.286,755,11.625
MCD,6/16/2019,11,167,6,16,2019,19.282,17.0465,19.6145,18.9485,0.3335,756,11.5765
MCD,6/16/2019,12,167,6,16,2019,19.282,16.999,20.043,18.9485,0.3335,757,11.722
MCD,6/16/2019,13,167,6,16,2019,19.377,17.094,20.4245,19.092,0.285,758,11.819
MCD,6/16/2019,14,167,6,16,2019,19.5195,17.094,20.901,18.996,0.5235,759,11.6735
MCD,6/16/2019,15,167,6,16,2019,19.8055,17.189,21.4255,19.1395,0.666,760,11.6735
MCD,6/16/2019,16,167,6,16,2019,20.281,17.094,21.4735,19.2345,1.0465,761,11.6735
MCD,6/16/2019,17,167,6,16,2019,20.662,17.0465,21.855,19.2345,1.4275,762,11.722
MCD,6/16/2019,18,167,6,16,2019,20.8055,16.999,22.2855,19.282,1.5235,763,11.722
MCD,6/16/2019,19,167,6,16,2019,20.6625,17.0465,21.9505,19.2345,1.428,764,11.7705
MCD,6/16/2019,20,167,6,16,2019,20.519,17.0465,21.8075,19.2345,1.2845,765,11.5765
MCD,6/16/2019,21,167,6,16,2019,20.6145,17.0465,21.5685,19.2345,1.38,766,11.5765
MCD,6/16/2019,22,167,6,16,2019,20.6145,16.951,21.2345,19.187,1.4275,767,11.6735
MCD,6/16/2019,23,167,6,16,2019,20.567,16.903,20.996,19.187,1.38,768,11.528
MCD,6/17/2019,0,168,6,17,2019,20.3765,16.8555,20.8055,19.1395,1.237,769,11.722
MCD,6/17/2019,1,168,6,17,2019,20.186,16.903,20.6625,19.187,0.999,770,11.819
MCD,6/17/2019,2,168,6,17,2019,20.0905,16.903,20.424,19.2345,0.856,771,11.8675
MCD,6/17/2019,3,168,6,17,2019,19.9005,16.903,20.0905,19.3295,0.571,772,11.6735
MCD,6/17/2019,4,168,6,17,2019,19.758,16.808,20.043,19.187,0.571,773,11.6735
MCD,6/17/2019,5,168,6,17,2019,19.662,16.808,19.948,19.187,0.475,774,11.722
MCD,6/17/2019,6,168,6,17,2019,19.567,16.9035,19.948,19.2345,0.3325,775,11.5765
MCD,6/17/2019,7,168,6,17,2019,19.567,16.808,19.9005,19.2345,0.3325,776,11.7705
MCD,6/17/2019,8,168,6,17,2019,19.567,17.189,19.9005,19.2345,0.3325,777,11.819
MCD,6/17/2019,9,168,6,17,2019,19.662,16.999,20.2815,19.377,0.285,778,11.8675
MCD,6/17/2019,10,168,6,17,2019,19.9005,17.4745,20.3765,19.5195,0.381,779,11.8675
MCD,6/17/2019,11,168,6,17,2019,20.1385,17.427,20.3765,19.805,0.3335,780,12.11
MCD,6/17/2019,12,168,6,17,2019,20.4715,17.1415,20.71,20.186,0.2855,781,11.9645
MCD,6/17/2019,13,168,6,17,2019,20.8055,17.094,21.0435,20.329,0.4765,782,11.916
MCD,6/17/2019,14,168,6,17,2019,20.71,17.284,21.187,20.424,0.286,783,11.916
MCD,6/17/2019,15,168,6,17,2019,20.7575,17.189,21.091,20.4715,0.286,784,12.013
MCD,6/17/2019,16,168,6,17,2019,21.8075,17.094,21.4255,20.2815,1.526,785,12.11
MCD,6/17/2019,17,168,6,17,2019,21.6645,17.379,21.5685,19.2345,2.43,786,12.11
MCD,6/17/2019,18,168,6,17,2019,21.6645,16.9985,21.4255,19.472,2.1925,787,12.013
MCD,6/17/2019,19,168,6,17,2019,21.4255,16.903,21.33,19.0915,2.334,788,12.2555
MCD,6/17/2019,20,168,6,17,2019,21.2345,16.903,21.2345,19.282,1.9525,789,11.722
MCD,6/17/2019,21,168,6,17,2019,21.187,16.7605,21.187,19.187,2,790,11.722
MCD,6/17/2019,22,168,6,17,2019,21.187,16.8555,21.091,19.187,2,791,11.5765
MCD,6/17/2019,23,168,6,17,2019,20.996,16.951,21.091,19.282,1.714,792,11.722
MCD,6/18/2019,0,169,6,18,2019,20.9485,17.1415,21.0435,19.5195,1.429,793,11.8675
MCD,6/18/2019,1,169,6,18,2019,20.7575,17.0465,20.9485,19.472,1.2855,794,11.7705
MCD,6/18/2019,2,169,6,18,2019,20.6625,16.808,20.901,19.4245,1.238,795,11.722
MCD,6/18/2019,3,169,6,18,2019,20.567,16.808,20.805,19.377,1.19,796,11.722
MCD,6/18/2019,4,169,6,18,2019,20.4715,16.808,20.71,19.472,0.9995,797,11.6735
MCD,6/18/2019,5,169,6,18,2019,20.3765,16.9985,20.615,19.567,0.8095,798,11.625
MCD,6/18/2019,6,169,6,18,2019,20.329,17.0465,20.567,19.5195,0.8095,799,11.625
MCD,6/18/2019,7,169,6,18,2019,20.4715,16.951,20.853,19.472,0.9995,800,11.8675
MCD,6/18/2019,8,169,6,18,2019,20.615,16.903,21.0915,19.5195,1.0955,801,11.7705
MCD,6/18/2019,9,169,6,18,2019,20.5195,17.3315,21.187,19.8055,0.714,802,11.819
MCD,6/18/2019,10,169,6,18,2019,20.71,17.2365,21.139,19.853,0.857,803,11.916
MCD,6/18/2019,11,169,6,18,2019,20.805,16.903,20.996,19.6145,1.1905,804,12.013
MCD,6/18/2019,12,169,6,18,2019,20.805,16.9985,20.996,19.4245,1.3805,805,11.7705
MCD,6/18/2019,13,169,6,18,2019,20.805,17.094,21.0435,19.377,1.428,806,11.722
MCD,6/18/2019,14,169,6,18,2019,20.901,16.951,21.091,19.6625,1.2385,807,11.528
MCD,6/18/2019,15,169,6,18,2019,20.901,16.808,20.996,19.662,1.239,808,11.722
MCD,6/18/2019,16,169,6,18,2019,20.9005,16.856,21.473,19.6145,1.286,809,12.0615
MCD,6/18/2019,17,169,6,18,2019,21.1865,16.7605,21.712,19.6625,1.524,810,11.7705
MCD,6/18/2019,18,169,6,18,2019,21.33,16.808,21.4255,19.71,1.62,811,11.6735
MCD,6/18/2019,19,169,6,18,2019,21.282,16.808,21.2345,19.8055,1.4765,812,11.819
MCD,6/18/2019,20,169,6,18,2019,21.139,16.7605,21.091,19.71,1.429,813,11.722
MCD,6/18/2019,21,169,6,18,2019,20.996,16.808,20.9485,19.472,1.524,814,11.819
MCD,6/18/2019,22,169,6,18,2019,20.853,16.713,20.853,19.6145,1.2385,815,11.6735
MCD,6/18/2019,23,169,6,18,2019,20.7575,16.7605,20.7575,19.662,1.0955,816,11.6735
MCD,6/19/2019,0,170,6,19,2019,20.615,16.808,20.6625,19.662,0.953,817,12.013
MCD,6/19/2019,1,170,6,19,2019,20.519,16.808,20.567,19.4245,1.0945,818,12.207
MCD,6/19/2019,2,170,6,19,2019,20.424,16.808,20.4715,19.662,0.762,819,11.819
MCD,6/19/2019,3,170,6,19,2019,20.329,16.713,20.3765,19.71,0.619,820,11.625
MCD,6/19/2019,4,170,6,19,2019,20.234,16.713,20.2815,19.567,0.667,821,11.916
MCD,6/19/2019,5,170,6,19,2019,20.186,16.618,20.186,19.6145,0.5715,822,11.7705
MCD,6/19/2019,6,170,6,19,2019,20.0905,16.713,20.138,19.472,0.6185,823,11.722
MCD,6/19/2019,7,170,6,19,2019,20.043,16.713,20.138,19.5195,0.5235,824,11.819
MCD,6/19/2019,8,170,6,19,2019,20.043,16.951,20.2335,19.4245,0.6185,825,11.8675
MCD,6/19/2019,9,170,6,19,2019,20.138,16.951,20.4715,19.472,0.666,826,11.9645
MCD,6/19/2019,10,170,6,19,2019,20.234,16.8555,20.615,19.3295,0.9045,827,12.013
MCD,6/19/2019,11,170,6,19,2019,20.234,16.903,20.8055,19.2345,0.9995,828,12.0615
MCD,6/19/2019,12,170,6,19,2019,20.2815,16.9985,20.9005,19.377,0.9045,829,12.013
MCD,6/19/2019,13,170,6,19,2019,20.8055,16.808,21.187,19.567,1.2385,830,12.1585
MCD,6/19/2019,14,170,6,19,2019,21.0435,16.808,21.4255,19.6625,1.381,831,12.2555
MCD,6/19/2019,15,170,6,19,2019,21.187,16.808,21.5685,19.6145,1.5725,832,12.013
MCD,6/19/2019,16,170,6,19,2019,21.664,16.951,21.76,19.9005,1.7635,833,12.0615
MCD,6/19/2019,17,170,6,19,2019,21.9985,16.9985,21.855,20.0905,1.908,834,12.11
MCD,6/19/2019,18,170,6,19,2019,21.903,16.713,21.8075,20.234,1.669,835,11.9645
MCD,6/19/2019,19,170,6,19,2019,21.951,16.713,21.5685,20.2815,1.6695,836,12.013
MCD,6/19/2019,20,170,6,19,2019,21.8075,16.5705,21.139,20.138,1.6695,837,12.013
MCD,6/19/2019,21,170,6,19,2019,21.569,16.523,20.996,20.138,1.431,838,12.013
MCD,6/19/2019,22,170,6,19,2019,21.4255,16.475,20.901,20.234,1.1915,839,11.722
MCD,6/19/2019,23,170,6,19,2019,21.2345,16.523,20.9485,20.043,1.1915,840,11.625
MCD,6/20/2019,0,171,6,20,2019,21.091,16.5705,20.9485,20.0905,1.0005,841,11.9645
MCD,6/20/2019,1,171,6,20,2019,20.996,16.618,20.901,19.948,1.048,842,12.2555
MCD,6/20/2019,2,171,6,20,2019,20.853,16.618,20.805,20.043,0.81,843,11.8675
MCD,6/20/2019,3,171,6,20,2019,20.6625,16.523,20.7575,19.853,0.8095,844,11.6735
MCD,6/20/2019,4,171,6,20,2019,20.6145,16.523,20.6625,19.853,0.7615,845,11.6735
MCD,6/20/2019,5,171,6,20,2019,20.567,16.523,20.567,19.758,0.809,846,11.625
MCD,6/20/2019,6,171,6,20,2019,20.424,16.523,20.519,19.758,0.666,847,11.722
MCD,6/20/2019,7,171,6,20,2019,20.424,16.523,20.519,19.758,0.666,848,11.9645
MCD,6/20/2019,8,171,6,20,2019,20.567,16.523,20.615,19.8055,0.7615,849,12.1585
MCD,6/20/2019,9,171,6,20,2019,20.6625,16.8085,20.6625,19.6145,1.048,850,11.9645
MCD,6/20/2019,10,171,6,20,2019,20.4715,16.713,20.7575,19.6625,0.809,851,12.013
MCD,6/20/2019,11,171,6,20,2019,20.567,16.9035,20.9005,19.71,0.857,852,12.1585
MCD,6/20/2019,12,171,6,20,2019,20.615,16.8555,21.1865,19.6145,1.0005,853,12.0615
MCD,6/20/2019,13,171,6,20,2019,20.6625,16.713,21.3775,19.6625,1,854,11.916
MCD,6/20/2019,14,171,6,20,2019,20.853,16.5705,21.569,19.853,1,855,11.8675
MCD,6/20/2019,15,171,6,20,2019,21.0915,16.5705,21.7595,19.9955,1.096,856,12.013
MCD,6/20/2019,16,171,6,20,2019,21.4255,16.618,22.0465,20.0905,1.335,857,12.013
MCD,6/20/2019,17,171,6,20,2019,21.473,16.523,22.238,20.2815,1.1915,858,12.0615
MCD,6/20/2019,18,171,6,20,2019,21.664,16.618,22.2375,20.424,1.24,859,11.8675
MCD,6/20/2019,19,171,6,20,2019,21.712,16.475,21.7595,20.424,1.288,860,11.819
MCD,6/20/2019,20,171,6,20,2019,21.6165,16.3795,21.6165,20.4715,1.145,861,12.0615
MCD,6/20/2019,21,171,6,20,2019,21.521,16.427,21.3775,20.3765,1.1445,862,11.7705
MCD,6/20/2019,22,171,6,20,2019,21.2345,16.427,21.282,20.329,0.9055,863,11.6735
MCD,6/20/2019,23,171,6,20,2019,21.091,16.427,21.139,20.3765,0.7145,864,11.7705
MCD,6/21/2019,0,172,6,21,2019,20.996,16.427,21.0435,20.329,0.667,865,11.819
MCD,6/21/2019,1,172,6,21,2019,20.901,16.427,20.901,20.2815,0.6195,866,12.013
MCD,6/21/2019,2,172,6,21,2019,20.7575,16.427,20.805,20.1385,0.619,867,12.013
MCD,6/21/2019,3,172,6,21,2019,20.6625,16.3795,20.6625,20.329,0.3335,868,11.722
MCD,6/21/2019,4,172,6,21,2019,20.567,16.332,20.567,20.234,0.333,869,11.8675
MCD,6/21/2019,5,172,6,21,2019,20.3765,16.332,20.519,20.138,0.2385,870,11.7705
MCD,6/21/2019,6,172,6,21,2019,20.424,16.332,20.519,20.329,0.095,871,11.819
MCD,6/21/2019,7,172,6,21,2019,20.615,16.3795,20.567,20.234,0.381,872,11.916
MCD,6/21/2019,8,172,6,21,2019,20.7575,16.475,20.7575,20.138,0.6195,873,11.8675
MCD,6/21/2019,9,172,6,21,2019,20.6625,16.5705,20.9485,20.138,0.5245,874,11.9645
MCD,6/21/2019,10,172,6,21,2019,20.6145,16.5705,21.282,20.138,0.4765,875,12.1585
MCD,6/21/2019,11,172,6,21,2019,20.71,16.5705,21.4735,20.138,0.572,876,12.1585
MCD,6/21/2019,12,172,6,21,2019,20.7575,16.7605,21.8075,20.329,0.4285,877,12.1585
MCD,6/21/2019,13,172,6,21,2019,20.948,16.951,22.142,20.519,0.429,878,12.207
MCD,6/21/2019,14,172,6,21,2019,21.0435,16.9035,22.429,20.5195,0.524,879,12.497
MCD,6/21/2019,15,172,6,21,2019,21.2825,16.713,22.7165,20.186,1.0965,880,12.3035
MCD,6/21/2019,16,172,6,21,2019,21.378,16.5225,22.717,20.3765,1.0015,881,12.0615
MCD,6/21/2019,17,172,6,21,2019,21.6165,17.046,22.812,20.567,1.0495,882,12.3035
MCD,6/21/2019,18,172,6,21,2019,21.8075,16.6655,22.669,20.329,1.4785,883,12.401
MCD,6/21/2019,19,172,6,21,2019,21.712,16.475,22.333,20.4715,1.2405,884,12.11
MCD,6/21/2019,20,172,6,21,2019,21.76,16.3795,22.2855,20.615,1.145,885,11.819
MCD,6/21/2019,21,172,6,21,2019,21.664,16.475,22.094,20.519,1.145,886,12.2065
MCD,6/21/2019,22,172,6,21,2019,21.521,16.475,21.9985,20.424,1.097,887,12.0615
MCD,6/21/2019,23,172,6,21,2019,21.4255,16.3795,21.8075,20.329,1.0965,888,12.0615
MCD,6/22/2019,0,173,6,22,2019,21.378,16.475,21.712,20.2815,1.0965,889,12.013
MCD,6/22/2019,1,173,6,22,2019,21.2825,16.475,21.569,20.424,0.8585,890,11.819
MCD,6/22/2019,2,173,6,22,2019,21.091,16.475,21.473,20.4715,0.6195,891,12.207
MCD,6/22/2019,3,173,6,22,2019,20.996,16.475,21.378,20.234,0.762,892,12.207
MCD,6/22/2019,4,173,6,22,2019,20.853,16.332,21.2345,20.424,0.429,893,11.9645
MCD,6/22/2019,5,173,6,22,2019,20.7575,16.332,21.091,20.519,0.2385,894,12.013
MCD,6/22/2019,6,173,6,22,2019,20.6625,16.6655,21.091,20.519,0.1435,895,12.0615
MCD,6/22/2019,7,173,6,22,2019,20.9485,16.903,21.091,20.3765,0.572,896,11.916
MCD,6/22/2019,8,173,6,22,2019,21.139,17.094,21.2345,20.3765,0.7625,897,12.207
MCD,6/22/2019,9,173,6,22,2019,20.948,16.856,21.4255,20.281,0.667,898,12.11
MCD,6/22/2019,10,173,6,22,2019,20.853,16.5705,21.521,20.6625,0.1905,899,12.2555
MCD,6/22/2019,11,173,6,22,2019,20.9485,16.713,21.712,20.8055,0.143,900,12.401
MCD,6/22/2019,12,173,6,22,2019,21.139,16.6655,21.9985,20.853,0.286,901,12.642
MCD,6/22/2019,13,173,6,22,2019,21.3775,16.6655,22.19,20.9485,0.429,902,12.497
MCD,6/22/2019,14,173,6,22,2019,21.521,16.9985,22.525,21.0435,0.4775,903,12.4005
MCD,6/22/2019,15,173,6,22,2019,21.569,16.808,22.717,21.139,0.43,904,12.3525
MCD,6/22/2019,16,173,6,22,2019,21.7595,16.6655,22.717,21.0915,0.668,905,12.449
MCD,6/22/2019,17,173,6,22,2019,21.855,16.713,22.7645,21.0435,0.8115,906,12.69
MCD,6/22/2019,18,173,6,22,2019,22.094,16.618,22.812,20.9005,1.1935,907,12.7865
MCD,6/22/2019,19,173,6,22,2019,22.094,16.856,22.7645,21.0435,1.0505,908,12.401
MCD,6/22/2019,20,173,6,22,2019,21.855,16.5225,22.429,20.996,0.859,909,12.0615
MCD,6/22/2019,21,173,6,22,2019,21.9985,16.332,22.2855,20.472,1.5265,910,12.11
MCD,6/22/2019,22,173,6,22,2019,21.855,16.332,22.381,20.4715,1.3835,911,12.3525
MCD,6/22/2019,23,173,6,22,2019,21.855,16.332,22.19,20.71,1.145,912,12.401
MCD,6/23/2019,0,174,6,23,2019,21.76,16.237,22.094,20.7575,1.0025,913,12.304
MCD,6/23/2019,1,174,6,23,2019,21.712,16.3795,21.903,20.853,0.859,914,12.207
MCD,6/23/2019,2,174,6,23,2019,21.5685,16.332,21.8075,20.853,0.7155,915,12.2555
MCD,6/23/2019,3,174,6,23,2019,21.473,16.3795,21.664,21.044,0.429,916,12.2555
MCD,6/23/2019,4,174,6,23,2019,21.378,16.3795,21.521,21.521,-0.143,917,12.304
MCD,6/23/2019,5,174,6,23,2019,21.282,16.2845,21.473,21.473,-0.191,918,12.3525
MCD,6/23/2019,6,174,6,23,2019,21.2345,16.237,21.569,21.2345,0,919,12.401
MCD,6/23/2019,7,174,6,23,2019,21.091,16.332,21.6165,20.71,0.381,920,12.1585
MCD,6/23/2019,8,174,6,23,2019,21.139,16.332,21.6165,21.0915,0.0475,921,12.3525
MCD,6/23/2019,9,174,6,23,2019,21.1865,16.2845,21.521,21.2825,-0.096,922,12.207
MCD,6/23/2019,10,174,6,23,2019,21.187,16.475,21.6645,21.378,-0.191,923,12.304
MCD,6/23/2019,11,174,6,23,2019,21.187,16.713,21.6165,21.0435,0.1435,924,12.4005
MCD,6/23/2019,12,174,6,23,2019,21.282,16.7605,21.473,21.378,-0.096,925,12.207
MCD,6/23/2019,13,174,6,23,2019,21.139,16.475,21.4255,21.378,-0.239,926,12.207
MCD,6/23/2019,14,174,6,23,2019,21.187,16.237,21.473,21.378,-0.191,927,12.401
MCD,6/23/2019,15,174,6,23,2019,21.2345,16.4275,21.521,21.2345,0,928,12.207
MCD,6/23/2019,16,174,6,23,2019,21.282,16.332,21.712,21.2825,-0.0005,929,12.304
MCD,6/23/2019,17,174,6,23,2019,21.378,16.2845,21.6165,21.378,0,930,12.1585
MCD,6/23/2019,18,174,6,23,2019,21.282,16.2845,21.473,20.7575,0.5245,931,12.2555
MCD,6/23/2019,19,174,6,23,2019,21.187,16.332,21.473,20.71,0.477,932,12.2555
MCD,6/23/2019,20,174,6,23,2019,21.187,16.3795,21.378,20.567,0.62,933,12.449
MCD,6/23/2019,21,174,6,23,2019,21.091,16.3795,21.33,20.6145,0.4765,934,12.11
MCD,6/23/2019,22,174,6,23,2019,21.0435,16.475,21.282,20.71,0.3335,935,12.2555
MCD,6/23/2019,23,174,6,23,2019,20.901,16.2845,21.2345,20.424,0.477,936,12.449
MCD,6/24/2019,0,175,6,24,2019,20.853,16.2845,21.187,21.0915,-0.2385,937,12.11
MCD,6/24/2019,1,175,6,24,2019,20.805,16.332,21.187,20.996,-0.191,938,12.2555
MCD,6/24/2019,2,175,6,24,2019,20.805,16.2845,21.091,21.0435,-0.2385,939,12.207
MCD,6/24/2019,3,175,6,24,2019,20.805,16.237,21.091,21.091,-0.286,940,12.2555
MCD,6/24/2019,4,175,6,24,2019,20.805,16.57,20.996,21.0435,-0.2385,941,12.304
MCD,6/24/2019,5,175,6,24,2019,20.7575,16.9035,20.996,20.996,-0.2385,942,12.304
MCD,6/24/2019,6,175,6,24,2019,20.71,16.9985,20.901,20.901,-0.191,943,12.449
MCD,6/24/2019,7,175,6,24,2019,20.7575,16.7605,20.901,20.901,-0.1435,944,12.3525
MCD,6/24/2019,8,175,6,24,2019,20.7575,16.618,20.9485,20.901,-0.1435,945,12.3525
MCD,6/24/2019,9,175,6,24,2019,20.853,16.5705,20.996,20.901,-0.048,946,12.2555
MCD,6/24/2019,10,175,6,24,2019,20.853,16.3795,20.9485,20.9485,-0.0955,947,12.4005
MCD,6/24/2019,11,175,6,24,2019,20.9485,16.6655,20.996,20.996,-0.0475,948,12.449
MCD,6/24/2019,12,175,6,24,2019,21.139,16.808,21.139,20.996,0.143,949,12.5455
MCD,6/24/2019,13,175,6,24,2019,21.282,16.856,21.2345,21.091,0.191,950,12.497
MCD,6/24/2019,14,175,6,24,2019,21.282,17.094,21.091,21.091,0.191,951,12.4005
MCD,6/24/2019,15,175,6,24,2019,21.33,16.951,21.2345,21.091,0.239,952,12.3525
MCD,6/24/2019,16,175,6,24,2019,21.378,16.9985,21.33,21.0435,0.3345,953,12.304
MCD,6/24/2019,17,175,6,24,2019,21.378,16.5225,21.33,20.9485,0.4295,954,12.304
MCD,6/24/2019,18,175,6,24,2019,21.282,16.57,21.2345,20.901,0.381,955,12.449
MCD,6/24/2019,19,175,6,24,2019,21.2345,16.4275,21.091,20.853,0.3815,956,12.449
MCD,6/24/2019,20,175,6,24,2019,21.139,16.332,21.091,20.9485,0.1905,957,12.401
MCD,6/24/2019,21,175,6,24,2019,21.0435,16.3795,20.996,20.9485,0.095,958,12.3525
MCD,6/24/2019,22,175,6,24,2019,20.901,16.618,20.9485,20.996,-0.095,959,12.4005
MCD,6/24/2019,23,175,6,24,2019,20.853,16.9035,20.901,20.901,-0.048,960,12.5455
MCD,6/25/2019,0,176,6,25,2019,20.6625,16.999,20.805,20.853,-0.1905,961,12.449
MCD,6/25/2019,1,176,6,25,2019,20.71,16.951,20.7575,20.805,-0.095,962,12.449
MCD,6/25/2019,2,176,6,25,2019,20.567,17.5695,20.6625,20.7575,-0.1905,963,12.3525
MCD,6/25/2019,3,176,6,25,2019,20.567,17.046,20.615,20.71,-0.143,964,12.304
